"LSOA11CD","christian","buddhist","hindu","jewish","muslim","sikh","other","none","not_stated","total","muslim_decile"
"E01030231",974,1,1,1,5,0,5,478,103,1568,3
"E01023215",1059,10,5,0,5,3,4,350,132,1568,3
"E01019914",1413,4,0,0,7,0,16,575,180,2195,3
"W01000003",1599,7,0,0,8,0,6,687,200,2507,3
"E01023657",1558,9,10,5,8,2,5,725,184,2506,3
"E01014831",593,6,1,0,4,1,15,556,77,1253,3
"E01018531",1195,1,0,2,5,0,2,276,85,1566,3
"E01019269",1208,5,0,0,5,0,2,252,94,1566,3
"E01005639",976,4,0,2,5,0,3,463,113,1566,3
"E01021148",945,10,0,7,5,0,15,438,146,1566,3
"E01024414",1002,5,2,5,5,2,11,445,89,1566,3
"E01015120",1001,2,3,0,5,0,4,441,110,1566,3
"E01007490",1117,0,3,0,5,9,3,321,107,1565,3
"E01008002",1096,3,3,1,5,1,4,352,100,1565,3
"E01027928",1006,6,4,1,6,0,3,714,138,1878,3
"E01028183",777,2,0,1,4,16,2,351,99,1252,3
"E01021025",1212,5,0,5,6,1,8,491,150,1878,3
"E01022939",957,4,6,0,5,2,5,470,116,1565,3
"E01019811",1135,2,0,1,5,4,5,332,80,1564,3
"E01022764",1032,1,3,0,5,0,5,407,111,1564,3
"E01020071",1218,5,0,1,6,0,9,488,148,1875,3
"E01012319",1966,1,8,1,9,13,4,646,163,2811,3
"E01027042",1067,9,8,1,6,8,9,674,92,1874,3
"E01027930",753,4,5,1,5,5,10,639,139,1561,3
"W01000256",915,4,4,1,5,0,1,517,114,1561,3
"E01027129",1553,12,2,12,7,4,9,448,138,2185,3
"E01010440",1038,1,0,0,5,1,5,408,102,1560,3
"E01020192",971,4,0,2,5,0,10,416,152,1560,3
"E01027949",914,6,7,0,5,0,5,552,70,1559,3
"E01033203",1977,3,1,1,9,3,10,636,165,2805,3
"E01012512",1256,3,3,0,5,0,3,201,87,1558,3
"E01017341",926,3,0,0,5,0,11,498,115,1558,3
"E01031766",1377,3,2,8,7,1,17,507,259,2181,3
"E01025966",986,1,5,0,5,0,5,457,98,1557,3
"E01022073",1038,10,0,2,5,0,3,397,102,1557,3
"E01008852",910,0,0,0,4,1,2,255,73,1245,3
"E01008827",832,0,0,1,4,6,0,331,71,1245,3
"E01023654",921,2,8,0,5,4,2,488,124,1554,3
"E01027502",912,1,2,1,4,0,2,249,72,1243,3
"E01010692",1184,0,7,7,6,2,5,522,131,1864,3
"E01007467",990,3,0,0,5,2,9,427,117,1553,3
"E01016092",1038,6,12,0,5,6,3,394,89,1553,3
"E01019892",1000,4,0,2,5,1,14,421,106,1553,3
"E01018962",1378,8,4,0,7,0,5,557,215,2174,3
"E01027637",1376,6,0,0,6,0,3,346,126,1863,3
"E01032877",1513,12,0,0,7,0,16,442,183,2173,3
"E01033453",2169,12,0,7,11,0,32,863,320,3414,3
"E01018109",1282,0,9,0,6,0,4,428,133,1862,3
"E01028856",866,1,0,0,4,0,1,287,82,1241,3
"E01030262",659,1,2,4,4,0,7,479,85,1241,3
"E01030869",864,4,6,4,4,1,3,256,99,1241,3
"E01017204",998,5,14,4,5,5,12,414,94,1551,3
"E01032118",871,3,0,3,5,0,8,569,92,1551,3
"E01008485",749,1,0,4,5,4,7,712,68,1550,3
"E01013450",836,4,4,1,4,0,6,301,84,1240,3
"E01027860",1111,5,0,0,5,0,1,350,78,1550,3
"E01029300",889,10,1,0,5,1,13,520,111,1550,3
"E01026933",1639,7,5,8,9,0,16,895,210,2789,3
"W01000926",1171,4,1,0,6,0,6,553,118,1859,3
"E01019680",762,2,0,1,5,2,8,632,137,1549,3
"W01001474",740,3,6,1,5,3,2,654,135,1549,3
"E01009820",1150,2,0,1,5,3,7,298,82,1548,3
"E01021758",999,2,13,13,5,11,7,374,124,1548,3
"E01002288",1079,11,32,1,5,6,1,305,108,1548,3
"E01028105",728,2,0,2,4,2,1,388,111,1238,3
"E01014213",716,7,0,0,4,0,4,409,98,1238,3
"W01001201",547,2,0,0,4,0,5,601,79,1238,3
"E01007199",1193,2,1,0,5,2,6,248,90,1547,3
"E01013359",906,3,0,0,5,0,8,482,143,1547,3
"W01000485",1000,7,1,2,5,0,13,358,161,1547,3
"E01027607",973,1,1,0,4,0,7,188,63,1237,3
"E01011394",853,0,2,1,4,1,4,275,97,1237,3
"W01000177",853,1,0,0,4,1,3,276,99,1237,3
"E01019133",1115,0,0,0,5,0,4,315,107,1546,3
"E01025494",1043,0,2,1,5,0,7,412,76,1546,3
"E01027646",1092,3,1,0,5,0,2,329,114,1546,3
"E01010576",1058,5,7,0,5,4,6,342,119,1546,3
"E01007154",1138,3,9,0,5,0,2,247,141,1545,3
"E01029930",977,3,1,0,5,2,6,467,84,1545,3
"E01030843",956,6,3,1,5,1,3,480,90,1545,3
"E01014373",788,11,1,1,5,0,10,566,163,1545,3
"E01028283",1193,2,2,1,6,5,9,533,102,1853,3
"E01012275",1011,1,0,0,5,1,6,427,93,1544,3
"E01022719",1082,1,0,0,5,0,4,347,105,1544,3
"E01024825",1064,5,8,5,5,3,2,332,120,1544,3
"E01029839",875,3,4,0,4,0,1,268,80,1235,3
"E01025968",1264,1,4,0,6,0,6,456,115,1852,3
"E01012798",911,5,0,3,5,1,3,473,142,1543,3
"E01017865",1023,3,9,1,5,1,4,373,124,1543,3
"E01020371",1135,3,0,2,5,0,2,284,112,1543,3
"E01022162",1044,2,2,0,5,0,3,363,124,1543,3
"E01029595",860,1,1,0,4,0,5,275,88,1234,3
"E01007587",1155,3,0,0,5,0,0,294,85,1542,3
"E01024798",1539,5,3,3,8,1,3,686,219,2467,3
"E01020626",1067,4,0,0,5,0,5,368,92,1541,3
"E01008809",1172,5,0,0,5,0,1,276,82,1541,3
"E01023051",1103,5,0,1,5,0,4,318,105,1541,3
"E01014430",985,8,8,2,5,4,8,383,138,1541,3
"E01027076",1331,4,4,2,7,0,11,639,159,2157,3
"E01024476",884,2,10,1,5,0,5,530,103,1540,3
"E01015106",765,0,0,0,4,1,5,370,87,1232,3
"W01000779",915,4,5,0,5,1,7,487,116,1540,3
"E01028353",1917,5,4,0,9,0,9,630,197,2771,3
"W01001587",998,6,9,1,6,2,16,674,135,1847,3
"E01014727",607,3,0,0,5,1,4,803,116,1539,3
"E01014954",897,4,0,4,5,3,4,526,96,1539,3
"E01026230",841,0,0,0,4,0,8,296,82,1231,3
"E01023190",834,3,11,1,4,0,1,286,91,1231,3
"E01032488",1270,1,6,3,6,0,7,417,136,1846,3
"E01025748",1220,2,15,1,7,0,14,717,177,2153,3
"E01025400",1495,3,0,0,6,7,1,251,82,1845,3
"E01011114",1079,5,0,0,5,3,10,348,87,1537,3
"W01000185",745,6,0,1,4,0,9,339,125,1229,3
"E01013443",881,4,2,0,5,0,9,529,106,1536,3
"E01009811",1148,1,1,0,5,4,0,285,92,1536,3
"E01023247",958,10,3,2,5,0,7,449,102,1536,3
"E01020603",1448,6,0,0,6,1,0,317,65,1843,3
"E01020644",1683,5,2,0,8,5,17,606,131,2457,3
"E01017349",1252,9,12,1,7,1,20,703,144,2149,3
"W01001286",731,1,0,0,5,2,2,704,90,1535,3
"E01007693",1437,5,1,1,7,0,10,558,129,2148,3
"E01029799",1399,2,2,1,6,0,6,320,105,1841,3
"E01020316",1191,4,0,1,6,1,7,455,176,1841,3
"E01020378",1010,2,0,0,5,0,11,402,104,1534,3
"W01000454",640,6,2,0,4,1,18,437,119,1227,3
"E01019243",1068,3,1,0,5,0,2,372,82,1533,3
"E01006931",1136,2,0,2,5,0,2,289,97,1533,3
"E01029746",1089,0,2,0,5,1,2,339,95,1533,3
"E01013441",947,9,1,1,5,4,1,427,137,1532,3
"E01019662",726,0,0,0,5,6,1,701,93,1532,3
"E01024623",1207,3,2,1,6,0,3,499,117,1838,3
"E01014819",1000,1,0,1,5,0,9,386,129,1531,3
"E01007393",1253,1,1,1,6,9,3,449,114,1837,3
"E01020647",1249,7,0,0,7,3,4,753,119,2142,3
"E01024986",1005,10,9,13,5,3,14,351,120,1530,3
"E01007114",1054,2,11,0,5,1,0,357,100,1530,3
"E01013036",928,11,7,0,5,0,3,444,132,1530,3
"E01028732",722,2,1,5,4,1,5,377,107,1224,3
"E01030861",1405,22,23,7,7,0,8,498,171,2141,3
"E01014912",1120,1,0,3,6,0,3,570,132,1835,3
"E01028004",1115,0,2,0,5,1,4,285,117,1529,3
"E01010256",1103,0,2,0,5,13,9,279,118,1529,3
"E01015822",759,3,9,21,4,0,6,330,91,1223,3
"E01022618",1193,11,0,1,6,1,13,389,220,1834,3
"E01010691",991,2,1,3,5,1,3,401,121,1528,3
"W01000225",1015,1,1,0,5,0,4,399,103,1528,3
"E01020787",1417,0,0,0,6,5,9,307,89,1833,3
"E01027496",803,2,0,1,4,1,5,351,55,1222,3
"E01019392",1109,21,2,0,6,0,13,514,168,1833,3
"E01012919",1027,4,6,0,5,0,4,409,72,1527,3
"E01010294",1011,1,5,0,5,3,8,410,84,1527,3
"E01013411",1074,1,4,1,5,0,5,307,129,1526,3
"E01007778",1154,4,0,1,5,0,3,263,96,1526,3
"E01017736",916,3,0,4,5,1,6,476,115,1526,3
"E01030390",1166,5,4,5,6,4,10,468,163,1831,3
"W01000373",1063,6,6,0,6,0,5,596,149,1831,3
"E01024973",1653,7,4,0,7,0,11,327,126,2135,3
"E01031146",978,2,43,1,5,10,5,371,110,1525,3
"E01015926",1014,2,1,1,5,3,0,402,97,1525,3
"E01021211",1042,8,3,0,5,0,10,313,144,1525,3
"E01029928",1080,4,0,1,6,1,5,589,143,1829,3
"E01008559",855,3,5,1,5,2,4,530,119,1524,3
"E01016734",773,2,9,9,4,0,6,321,95,1219,3
"E01006317",1256,3,0,0,5,0,3,162,94,1523,3
"E01007560",1096,2,3,0,5,5,4,296,112,1523,3
"E01021732",900,7,0,4,5,3,1,478,125,1523,3
"E01014923",906,4,5,0,5,7,12,490,94,1523,3
"E01017303",675,8,4,1,4,0,7,427,92,1218,3
"W01001170",805,1,0,0,4,0,2,330,76,1218,3
"E01026711",926,2,4,0,5,0,2,451,132,1522,3
"E01024267",1096,7,5,0,5,13,3,316,77,1522,3
"E01006888",991,1,16,0,4,0,3,128,74,1217,3
"E01012783",580,0,0,0,4,0,3,569,61,1217,3
"E01032330",775,2,0,0,4,6,4,332,94,1217,3
"W01000043",793,0,0,0,4,2,3,328,87,1217,3
"E01018882",961,4,2,0,5,0,3,421,125,1521,3
"E01021128",1168,2,2,2,6,0,8,496,141,1825,3
"E01027028",1428,10,4,6,7,0,4,552,118,2129,3
"E01019213",1999,7,3,0,9,0,2,528,189,2737,3
"E01012534",1053,0,0,0,5,0,10,378,74,1520,3
"E01026207",859,5,2,0,4,3,8,247,88,1216,3
"E01022098",985,2,5,9,5,0,6,392,116,1520,3
"E01019890",1290,5,0,6,6,0,11,371,135,1824,3
"E01005006",1138,4,12,16,5,0,3,233,108,1519,3
"E01032613",767,2,2,0,4,0,6,368,66,1215,3
"E01026755",874,2,1,2,4,0,4,237,91,1215,3
"W01000936",763,6,0,0,5,0,1,614,129,1518,3
"W01001462",813,1,0,0,5,4,2,583,110,1518,3
"E01013437",836,3,0,0,4,0,1,272,98,1214,3
"E01022956",676,6,2,0,4,0,9,430,87,1214,3
"E01029319",929,3,1,0,5,0,3,477,99,1517,3
"W01000156",1117,9,4,2,5,0,8,257,115,1517,3
"E01017288",807,1,4,3,4,0,5,287,102,1213,3
"E01029220",851,1,0,1,4,0,12,275,69,1213,3
"W01001482",584,3,0,1,4,0,3,513,105,1213,3
"E01007408",1023,6,3,0,5,0,3,368,108,1516,3
"E01007036",940,5,1,4,4,0,3,165,90,1212,3
"E01011806",1116,2,0,0,5,0,4,312,76,1515,3
"E01014752",936,2,5,1,5,0,3,441,122,1515,3
"E01015148",840,3,0,0,5,0,0,545,122,1515,3
"E01015410",832,4,1,1,5,0,10,570,92,1515,3
"E01018205",1187,6,10,6,6,0,10,475,117,1817,3
"E01022535",1024,8,0,2,5,0,2,338,135,1514,3
"E01032066",908,10,1,0,5,0,7,480,103,1514,3
"E01006657",970,0,0,0,4,0,5,165,67,1211,3
"W01001599",1298,12,2,0,7,0,4,606,190,2119,3
"E01027618",1743,2,1,1,8,0,9,483,174,2421,3
"E01027520",1189,2,0,1,5,0,3,243,69,1512,3
"E01031681",953,1,5,2,5,0,9,427,110,1512,3
"E01024431",1209,3,4,0,6,2,8,436,146,1814,3
"E01020171",1189,5,0,0,6,0,7,438,169,1814,3
"E01019423",790,3,0,1,4,0,4,301,106,1209,3
"E01031619",936,2,3,2,5,0,2,452,109,1511,3
"E01020064",1131,3,4,1,6,0,5,512,151,1813,3
"W01001582",1046,1,0,1,6,0,7,618,134,1813,3
"E01019815",1859,0,1,1,9,2,3,684,160,2719,3
"E01008788",1041,3,5,0,5,0,7,356,93,1510,3
"E01011496",936,5,7,0,5,6,3,454,94,1510,3
"E01028025",1035,1,5,2,5,0,0,362,100,1510,3
"E01005380",935,0,9,0,5,0,2,464,94,1509,3
"E01017364",897,3,8,2,5,0,17,451,126,1509,3
"E01029665",1245,5,30,0,6,31,7,368,118,1810,3
"E01014753",986,5,6,0,6,1,18,665,123,1810,3
"E01025629",918,4,13,0,5,14,3,448,103,1508,3
"E01020253",982,1,1,1,5,0,8,419,91,1508,3
"E01018612",767,2,8,7,4,4,2,323,89,1206,3
"E01026472",744,1,8,1,4,0,3,359,86,1206,3
"W01000916",709,3,1,1,4,0,2,406,80,1206,3
"E01007177",1134,5,0,1,5,11,3,254,94,1507,3
"E01028022",954,2,8,1,5,0,5,421,111,1507,3
"E01031926",905,5,10,2,5,3,7,457,113,1507,3
"E01026343",1185,3,7,1,6,0,8,465,133,1808,3
"E01021640",698,0,4,5,4,0,12,397,85,1205,3
"E01010119",1105,1,5,2,5,0,3,296,89,1506,3
"E01032317",1055,1,0,1,5,1,4,328,111,1506,3
"E01021222",968,3,6,1,5,0,16,385,122,1506,3
"W01001275",830,2,0,0,6,0,12,815,142,1807,3
"E01031861",1610,13,7,1,8,0,9,580,181,2409,3
"E01006255",1224,1,0,0,5,0,2,178,95,1505,3
"E01031014",898,1,5,0,4,2,3,199,92,1204,4
"E01016295",833,2,8,0,5,4,4,551,98,1505,4
"E01028641",791,8,2,12,4,0,10,292,85,1204,4
"E01007579",1016,3,0,0,5,0,8,368,104,1504,4
"E01027144",1035,5,9,5,5,11,8,318,108,1504,4
"E01009822",1071,3,0,0,5,3,8,277,137,1504,4
"E01017001",702,11,7,19,5,0,5,621,134,1504,4
"E01022745",1034,3,2,1,5,0,6,347,106,1504,4
"E01025392",748,6,0,0,4,0,11,352,82,1203,4
"E01022979",834,0,0,1,4,0,10,260,94,1203,4
"E01007225",1433,9,0,1,6,3,2,240,110,1804,4
"E01012765",953,3,0,0,5,2,1,438,101,1503,4
"E01029465",1088,2,3,0,5,0,3,303,99,1503,4
"E01024642",1038,2,4,0,5,5,8,315,126,1503,4
"E01024690",1065,7,5,2,5,5,7,302,105,1503,4
"E01029084",956,2,2,0,5,0,8,412,118,1503,4
"E01031197",857,0,2,2,4,2,2,236,97,1202,4
"E01022390",768,6,0,2,4,0,9,308,105,1202,4
"E01008507",1002,0,2,1,5,5,2,397,88,1502,4
"E01007255",1117,1,0,1,5,1,3,263,111,1502,4
"E01022761",892,6,6,1,5,0,2,477,113,1502,4
"E01026987",850,2,5,6,4,0,1,262,71,1201,4
"E01012015",1080,5,1,0,5,1,1,302,106,1501,4
"E01006954",1159,2,5,1,5,0,4,230,95,1501,4
"E01013370",1004,1,0,0,5,0,4,376,111,1501,4
"E01025908",1191,3,11,3,6,6,3,451,127,1801,4
"E01026940",1027,10,6,2,6,2,7,610,131,1801,4
"W01001147",1145,2,15,0,6,0,0,524,109,1801,4
"E01027401",1083,2,5,1,5,2,4,305,93,1500,4
"E01024887",1090,2,0,0,5,0,0,312,91,1500,4
"E01012800",838,1,0,1,5,0,4,546,104,1499,4
"E01032423",1102,8,2,0,5,8,8,257,109,1499,4
"E01022922",905,3,11,0,5,1,6,471,97,1499,4
"W01001886",610,1,3,1,4,0,4,473,103,1199,4
"E01033244",1452,5,16,1,8,0,13,747,155,2397,4
"E01025733",955,5,2,3,5,0,5,420,103,1498,4
"E01027058",724,3,13,2,5,1,4,630,116,1498,4
"E01014018",926,9,0,4,5,2,12,357,182,1497,4
"E01027022",1232,1,8,7,6,2,3,405,132,1796,4
"W01001075",683,5,4,2,4,0,3,416,80,1197,4
"E01013021",1074,1,2,0,5,0,3,333,78,1496,4
"E01013397",948,5,6,2,5,0,9,407,114,1496,4
"E01008149",1016,0,2,2,5,0,3,390,78,1496,4
"E01011305",955,0,3,0,5,6,1,416,110,1496,4
"W01000209",874,3,0,0,5,0,17,466,131,1496,4
"W01000712",870,2,0,0,5,0,3,490,126,1496,4
"E01018432",1027,5,2,3,5,0,8,341,104,1495,4
"E01005897",873,1,8,0,5,0,0,498,110,1495,4
"E01019434",669,2,3,1,4,3,1,436,77,1196,4
"E01026192",858,4,0,1,4,1,1,247,80,1196,4
"E01017399",920,4,5,1,5,0,6,463,91,1495,4
"E01026663",1107,15,0,0,6,1,3,556,106,1794,4
"E01022817",957,5,0,1,6,0,19,659,147,1794,4
"E01027984",979,0,1,0,5,0,6,428,75,1494,4
"E01018191",741,10,1,1,4,0,5,318,115,1195,4
"E01031719",1137,3,19,7,6,1,6,486,127,1792,4
"E01028628",903,2,0,5,5,3,4,466,105,1493,4
"E01015224",910,3,0,3,5,0,3,421,148,1493,4
"E01020416",989,4,0,1,5,0,8,408,78,1493,4
"E01020412",923,1,1,1,5,0,8,423,131,1493,4
"E01026106",867,0,1,0,4,0,2,236,84,1194,4
"E01018279",923,4,13,2,5,0,4,429,112,1492,4
"E01022816",849,6,0,0,5,0,25,522,85,1492,4
"E01014722",930,1,2,1,5,0,7,439,107,1492,4
"E01013438",1151,5,2,3,6,0,3,471,149,1790,4
"E01019158",751,8,2,0,4,0,8,361,59,1193,4
"E01032147",819,1,8,1,4,6,4,260,90,1193,4
"E01032477",878,1,0,0,4,0,4,221,85,1193,4
"E01013257",1348,2,1,1,6,0,0,329,101,1788,4
"E01029628",919,4,2,0,4,11,4,195,53,1192,4
"E01022791",1415,11,8,0,7,1,7,515,122,2086,4
"E01022806",856,4,11,2,5,0,13,506,93,1490,4
"E01013167",1295,4,0,0,6,0,1,346,135,1787,4
"E01007308",1146,1,0,3,5,0,3,230,101,1489,4
"E01030448",887,8,8,2,5,4,4,475,96,1489,4
"E01022873",1258,1,4,0,6,11,0,377,129,1786,4
"E01022225",1289,5,12,1,6,2,4,350,117,1786,4
"E01013999",1004,10,0,0,5,0,5,340,124,1488,4
"W01001118",1366,2,3,0,8,0,4,789,208,2380,4
"E01019151",1144,3,5,0,5,0,2,232,96,1487,4
"E01006966",1226,3,0,0,5,0,1,166,86,1487,4
"E01029020",952,7,0,3,5,0,0,405,115,1487,4
"E01007760",1063,4,0,0,6,0,8,591,112,1784,4
"E01006316",1195,0,4,0,5,0,1,216,65,1486,4
"E01022042",874,0,0,0,5,0,7,502,98,1486,4
"E01023156",785,2,1,3,5,8,11,555,116,1486,4
"E01018885",861,6,0,0,5,0,13,468,133,1486,4
"E01014842",858,8,0,3,5,1,17,477,117,1486,4
"E01016291",1094,7,14,0,6,5,9,500,148,1783,4
"E01030872",1284,6,0,3,6,0,17,349,118,1783,4
"E01028314",1627,10,9,1,9,5,7,875,131,2674,4
"E01008391",856,3,3,1,5,2,3,508,104,1485,4
"E01012413",1154,2,3,0,5,0,0,243,78,1485,4
"E01012394",1165,2,0,0,5,0,0,233,80,1485,4
"E01026688",799,6,3,5,5,3,3,526,135,1485,4
"E01022653",1036,1,3,1,5,6,0,343,90,1485,4
"E01023001",1117,6,10,2,6,0,7,489,145,1782,4
"E01020048",1062,8,7,0,7,0,11,800,184,2079,4
"E01020110",1461,20,22,0,9,6,14,742,399,2673,4
"E01018260",1037,4,4,3,6,1,9,577,139,1780,4
"E01013083",861,3,2,1,5,0,5,463,143,1483,4
"E01007465",976,2,0,0,5,0,11,393,96,1483,4
"E01016657",999,4,7,6,5,4,3,353,102,1483,4
"E01019920",936,2,0,2,5,0,5,430,103,1483,4
"E01014405",1002,17,10,3,7,1,7,868,161,2076,4
"E01004778",940,1,1,0,4,0,3,180,57,1186,4
"E01033042",1483,5,5,2,8,7,8,616,238,2372,4
"E01012179",1128,2,0,0,5,0,2,256,89,1482,4
"E01010880",841,1,3,1,5,4,8,510,109,1482,4
"E01011453",909,5,8,4,5,8,6,457,80,1482,4
"E01016077",992,7,2,0,5,0,3,388,85,1482,4
"E01016299",961,0,7,1,5,1,11,385,111,1482,4
"W01001111",815,3,2,0,5,6,2,537,112,1482,4
"W01001470",863,3,5,0,5,0,1,504,101,1482,4
"E01020615",1273,1,0,0,6,0,13,390,95,1778,4
"E01014229",1036,2,0,3,6,0,4,613,114,1778,4
"E01005392",1122,2,0,0,5,0,4,253,95,1481,4
"E01011399",962,4,1,1,5,0,2,402,104,1481,4
"E01019640",915,5,0,2,5,0,7,465,82,1481,4
"E01032850",855,1,23,2,5,2,7,482,104,1481,4
"E01028975",1278,2,2,2,6,3,4,328,152,1777,4
"E01030048",1546,4,1,2,8,0,13,610,185,2369,4
"E01006236",1278,1,1,0,5,0,3,124,68,1480,4
"E01028027",1033,0,1,0,5,1,2,350,88,1480,4
"E01020004",957,0,1,0,5,0,5,417,95,1480,4
"E01029283",1091,2,7,0,6,0,11,536,123,1776,4
"E01006570",1240,0,6,0,5,1,0,162,65,1479,4
"E01015114",950,3,0,0,5,1,6,400,114,1479,4
"E01015241",907,5,3,1,5,0,4,424,130,1479,4
"E01018173",660,6,12,2,4,0,3,442,54,1183,4
"E01032258",988,1,3,2,5,3,6,353,117,1478,4
"W01001728",971,1,6,2,5,0,1,397,95,1478,4
"E01020721",848,0,10,0,4,0,3,256,61,1182,4
"E01027375",1233,2,0,1,6,5,6,370,150,1773,4
"E01031295",729,0,12,3,4,90,5,248,91,1182,4
"E01007103",1193,2,3,0,5,0,1,206,67,1477,4
"E01009898",1149,0,5,0,5,7,11,228,72,1477,4
"E01031683",905,11,4,2,5,0,6,440,104,1477,4
"W01001666",738,2,1,2,5,0,2,573,154,1477,4
"E01019736",728,4,2,0,4,0,3,320,120,1181,4
"E01007437",1027,2,0,0,5,0,2,335,105,1476,4
"E01011936",970,2,5,1,5,1,2,407,83,1476,4
"E01023635",909,5,0,3,5,16,6,422,110,1476,4
"E01008256",1254,3,3,3,6,9,3,396,94,1771,4
"W01000274",1059,0,5,1,6,0,5,561,134,1771,4
"E01012755",1100,2,2,0,5,0,4,285,77,1475,4
"E01025166",894,1,0,0,4,0,3,225,53,1180,4
"E01010307",1337,4,4,0,6,2,3,316,98,1770,4
"E01029927",1508,3,0,0,8,3,17,672,149,2360,4
"E01021151",1111,4,7,1,6,0,9,481,150,1769,4
"E01011885",1034,6,9,0,5,0,6,332,82,1474,4
"E01031726",916,7,0,0,5,3,5,415,123,1474,4
"E01008273",1056,1,5,0,5,1,3,320,82,1473,4
"E01018696",1088,4,0,2,5,0,9,259,106,1473,4
"E01025960",1058,3,8,1,5,0,2,309,87,1473,4
"E01031392",980,9,0,7,5,0,4,349,119,1473,4
"E01025528",1091,2,5,3,6,0,7,542,111,1767,4
"E01010252",1191,3,6,0,6,24,2,415,120,1767,4
"E01006396",1199,0,0,0,5,0,2,188,78,1472,4
"E01006923",1163,2,3,5,5,1,2,211,80,1472,4
"E01017762",952,2,37,14,5,10,6,322,124,1472,4
"E01013010",919,2,5,2,5,0,6,419,113,1471,4
"E01007762",1026,1,3,0,5,0,1,271,164,1471,4
"E01021519",965,5,0,0,5,0,1,359,136,1471,4
"E01014452",939,8,6,2,5,1,2,365,143,1471,4
"W01001478",821,1,4,0,5,1,10,523,106,1471,4
"E01004949",1160,3,4,5,5,1,2,183,107,1470,4
"E01005815",1093,4,7,1,5,1,3,281,75,1470,4
"E01026253",1236,5,3,1,6,0,2,389,122,1764,4
"E01029849",857,2,6,0,5,4,9,489,98,1470,4
"E01033047",710,10,0,1,4,0,1,368,82,1176,4
"E01022345",1049,3,8,0,5,0,12,279,114,1470,4
"W01001090",965,10,0,0,5,0,1,377,112,1470,4
"E01032669",712,3,4,0,5,0,1,640,104,1469,4
"E01012392",1873,5,0,1,8,0,3,342,118,2350,4
"E01027115",822,4,12,0,4,11,2,234,86,1175,4
"E01032316",843,0,2,0,4,2,5,233,86,1175,4
"E01030540",1489,5,12,6,7,4,4,397,132,2056,4
"E01012725",1073,2,3,6,5,1,2,290,86,1468,4
"E01007974",930,3,0,2,5,0,4,432,92,1468,4
"E01026691",824,6,18,0,4,0,1,256,65,1174,4
"E01020349",1311,5,0,7,6,0,8,295,129,1761,4
"E01013907",832,3,8,0,5,0,1,520,98,1467,4
"E01014108",672,2,2,0,5,9,9,653,115,1467,4
"E01021622",1010,9,11,4,5,0,0,325,103,1467,4
"E01015084",861,2,0,0,5,0,3,483,113,1467,4
"W01001221",699,1,0,0,5,0,3,656,103,1467,4
"E01019791",1235,1,0,0,6,0,2,424,92,1760,4
"E01018394",1534,3,3,1,7,0,2,377,126,2053,4
"E01012112",902,1,0,1,5,0,2,465,90,1466,4
"E01008871",991,2,0,1,5,6,1,398,62,1466,4
"E01027872",864,2,0,0,5,0,4,470,121,1466,4
"E01025666",782,3,25,0,5,5,9,543,94,1466,4
"E01024527",1069,7,5,5,5,1,2,274,98,1466,4
"E01017442",1272,7,7,3,7,36,10,571,139,2052,4
"E01004792",1164,1,0,0,5,0,0,200,95,1465,4
"E01007694",1221,2,0,1,6,0,1,405,122,1758,4
"E01023703",932,1,9,6,5,4,4,401,103,1465,4
"E01023092",896,3,30,1,5,0,4,435,91,1465,4
"E01018835",909,8,1,1,6,5,18,673,137,1758,4
"W01000305",1126,4,0,1,6,1,2,455,163,1758,4
"E01007187",1119,1,0,7,5,0,0,240,92,1464,4
"E01026150",860,0,0,0,5,0,14,468,117,1464,4
"E01016287",1033,2,8,1,5,0,3,315,97,1464,4
"E01020251",925,8,1,0,5,0,2,395,128,1464,4
"E01027545",1251,1,0,0,7,7,6,651,126,2049,4
"E01025138",936,5,0,0,5,0,9,413,95,1463,4
"E01011805",1078,1,0,0,5,0,2,285,92,1463,4
"E01028948",1026,2,8,0,5,0,10,279,133,1463,4
"E01024964",1201,2,0,0,5,0,4,152,98,1462,4
"E01011836",1004,8,0,1,5,1,4,362,77,1462,4
"E01022143",1015,5,18,3,5,5,6,290,115,1462,4
"W01000626",891,2,10,0,5,0,11,452,91,1462,4
"E01023035",1230,4,0,6,6,0,10,372,126,1754,4
"E01033609",1533,7,2,7,8,1,8,621,151,2338,4
"E01008609",958,0,0,1,5,1,2,374,120,1461,4
"E01019676",791,3,12,0,5,0,5,552,93,1461,4
"E01026205",985,2,0,0,5,0,9,334,126,1461,4
"E01017370",1103,6,0,3,6,0,12,464,159,1753,4
"E01020150",832,45,0,0,6,0,34,622,214,1753,4
"E01028945",1008,10,12,3,7,5,16,824,160,2045,4
"E01026231",1837,6,0,3,9,2,7,582,183,2629,4
"E01007544",1152,3,0,0,6,2,9,464,116,1752,4
"E01019737",761,0,4,0,4,0,5,290,104,1168,4
"E01032199",1257,4,0,1,6,1,5,360,118,1752,4
"E01024229",896,2,1,0,5,0,9,409,138,1460,4
"E01030923",1011,6,1,6,5,0,0,343,88,1460,4
"E01012318",1433,13,5,2,8,9,6,689,170,2335,4
"E01018157",1234,2,9,0,7,5,15,592,179,2043,4
"E01006890",1124,1,1,1,5,0,5,211,111,1459,4
"E01013385",826,5,1,3,5,0,6,476,137,1459,4
"E01014126",990,4,4,0,5,0,7,343,106,1459,4
"E01021415",928,3,19,1,5,0,7,385,111,1459,4
