"LSOA11CD","christian","buddhist","hindu","jewish","muslim","sikh","other","none","not_stated","total","muslim_decile"
"E01017369",969,3,0,1,5,1,4,347,129,1459,4
"E01024532",936,0,0,0,5,0,9,399,110,1459,4
"E01030088",752,1,0,1,4,0,4,320,85,1167,4
"E01025534",1457,2,3,0,6,0,2,201,79,1750,4
"E01006854",1146,1,0,0,5,0,7,223,76,1458,4
"E01025854",1031,5,4,0,6,16,6,584,97,1749,4
"E01015547",1106,4,14,3,6,9,4,455,148,1749,4
"E01008877",1089,4,3,0,5,0,0,280,76,1457,4
"E01007476",1013,16,0,0,5,1,6,298,118,1457,4
"E01028133",674,9,2,0,5,15,4,646,102,1457,4
"E01022818",759,4,0,0,5,0,6,565,118,1457,4
"E01014760",852,6,1,0,5,0,12,468,113,1457,4
"E01014824",888,7,1,1,5,0,13,423,119,1457,4
"W01001168",855,7,2,0,5,0,2,495,91,1457,4
"E01008206",1274,1,0,0,6,0,1,364,102,1748,4
"E01012628",848,4,0,2,4,0,3,235,69,1165,4
"E01031878",1776,17,15,1,9,0,6,676,121,2621,4
"E01025482",939,1,1,1,5,4,0,437,68,1456,4
"E01012823",795,1,0,1,5,1,1,526,126,1456,4
"E01007397",1032,0,0,0,5,0,11,330,78,1456,4
"E01028169",914,5,0,0,5,0,9,408,115,1456,4
"E01016094",956,1,3,2,5,5,4,380,100,1456,4
"E01021483",1174,1,19,4,6,0,4,430,109,1747,4
"E01016256",1112,3,2,4,6,2,1,463,154,1747,4
"E01022589",1052,5,2,0,6,1,5,530,146,1747,4
"E01022389",1029,11,4,4,6,1,29,501,162,1747,4
"E01027510",837,2,0,4,4,0,2,242,73,1164,4
"E01033112",773,5,0,2,4,0,9,287,84,1164,4
"E01020418",1065,1,2,0,5,6,2,273,101,1455,4
"W01000368",1494,4,4,1,7,1,4,406,115,2036,4
"E01032397",1266,5,0,1,6,2,4,344,117,1745,4
"E01021522",1001,8,7,2,6,0,7,527,187,1745,4
"E01007011",1055,3,2,0,5,0,0,291,98,1454,4
"E01027653",930,1,1,4,5,0,7,373,133,1454,4
"E01008010",865,1,4,0,5,0,2,470,107,1454,4
"E01017779",810,1,4,5,4,7,3,248,81,1163,4
"E01018515",1666,11,12,0,8,10,10,459,149,2325,4
"E01006667",1199,8,0,1,5,0,4,161,75,1453,4
"E01031910",847,5,7,0,5,15,7,444,123,1453,4
"E01021492",1094,4,1,2,6,0,8,497,131,1743,4
"W01000913",665,1,3,0,4,0,1,400,88,1162,4
"E01012775",864,2,0,1,5,0,6,450,124,1452,4
"E01013464",983,2,9,0,5,12,5,327,109,1452,4
"E01021304",801,4,6,2,5,0,10,519,105,1452,4
"E01012360",1248,5,10,0,6,0,8,360,105,1742,4
"E01027095",850,2,3,0,5,0,8,497,86,1451,4
"E01029841",983,3,1,0,5,0,4,391,64,1451,4
"E01015149",819,4,0,0,5,0,2,521,100,1451,4
"E01018411",1669,4,0,10,8,0,7,457,165,2320,4
"E01028287",991,1,4,0,5,0,12,339,98,1450,4
"E01017930",1166,8,3,7,6,7,5,408,130,1740,4
"E01014505",650,14,9,4,6,2,9,926,120,1740,4
"E01004936",1536,4,5,0,7,2,2,374,99,2029,4
"E01023250",1080,42,8,3,6,5,12,478,105,1739,4
"E01022199",1017,9,3,3,6,0,11,532,158,1739,4
"E01007670",1052,1,3,2,5,0,1,309,76,1449,4
"E01017405",910,1,2,3,5,0,7,426,95,1449,4
"W01001449",839,4,6,0,5,0,10,457,128,1449,4
"E01008880",826,1,0,0,4,2,2,262,62,1159,4
"E01028201",782,4,8,1,4,14,4,268,74,1159,4
"E01022362",788,2,1,0,4,2,6,272,84,1159,4
"E01012393",1716,1,3,0,7,1,2,217,81,2028,4
"E01027261",1418,10,1,3,7,5,4,417,163,2028,4
"E01012944",833,9,0,3,5,0,10,447,141,1448,4
"E01014086",907,5,2,4,5,2,5,399,119,1448,4
"E01014318",1091,3,0,0,5,9,1,257,82,1448,4
"E01026113",1418,2,0,0,7,0,11,444,145,2027,4
"E01023174",1158,3,5,0,6,0,1,435,129,1737,4
"E01020562",1198,8,0,0,7,5,10,629,169,2026,4
"E01012357",927,5,9,1,5,4,7,388,101,1447,4
"E01012088",925,0,0,0,5,0,1,409,107,1447,4
"E01012134",1052,2,2,1,5,0,3,253,129,1447,4
"E01032345",1063,2,0,1,5,1,2,269,104,1447,4
"E01026477",767,2,1,3,5,1,6,581,81,1447,4
"E01018999",706,11,4,1,5,2,26,557,135,1447,4
"E01020651",1339,7,3,0,6,5,5,254,117,1736,4
"E01020026",1243,1,0,1,6,0,5,350,130,1736,4
"E01008589",910,1,0,2,5,6,1,418,103,1446,4
"E01006803",1177,1,0,1,5,0,4,189,69,1446,4
"E01030928",1017,6,7,2,6,0,16,539,142,1735,4
"E01011182",967,4,0,3,6,0,14,559,181,1734,4
"E01025931",1015,9,8,2,6,0,5,598,91,1734,4
"E01027965",696,0,2,1,5,8,3,606,124,1445,4
"E01024687",793,1,5,0,5,0,0,535,106,1445,4
"E01021380",1469,6,3,3,8,7,14,639,162,2311,4
"E01013040",1180,8,5,3,7,0,8,623,188,2022,4
"E01022770",1215,8,5,1,6,0,8,363,127,1733,4
"E01014994",1179,7,0,1,6,0,4,406,130,1733,4
"E01013032",1027,2,0,1,5,0,3,300,106,1444,4
"E01007748",1047,0,0,0,5,0,1,296,95,1444,4
"E01028209",724,2,5,3,5,7,8,590,100,1444,4
"E01018192",951,2,10,2,5,2,9,338,125,1444,4
"E01018202",925,1,3,3,5,0,13,365,128,1443,4
"E01021239",1041,1,2,7,5,10,2,296,79,1443,4
"E01012950",1061,3,1,3,5,0,5,270,94,1442,4
"E01025829",901,7,9,1,5,10,12,402,95,1442,4
"E01028229",1035,2,3,1,5,2,6,318,70,1442,4
"E01029614",1274,1,12,0,6,74,5,278,80,1730,4
"E01031148",1226,6,18,2,6,6,3,334,129,1730,4
"E01027486",861,1,0,1,4,1,8,178,99,1153,4
"E01029373",1534,5,2,1,8,23,3,580,150,2306,4
"E01024266",820,5,3,1,4,15,1,227,77,1153,4
"E01008137",1023,3,0,0,5,5,3,288,114,1441,4
"E01011861",1477,0,0,1,7,0,4,420,108,2017,4
"E01020595",1328,1,1,0,6,0,7,294,91,1728,4
"E01019102",1308,1,0,1,6,0,5,300,107,1728,4
"E01007072",1208,0,0,0,5,0,0,137,90,1440,4
"E01028838",1003,2,0,0,5,0,9,342,79,1440,4
"E01015950",1197,0,0,1,6,2,3,432,87,1728,4
"E01024449",1018,2,5,0,5,0,4,289,117,1440,4
"E01014828",748,2,3,0,5,0,8,567,107,1440,4
"E01020109",911,9,0,1,5,0,9,383,122,1440,4
"E01031162",1166,9,21,0,6,13,10,387,115,1727,4
"E01008531",1004,6,0,0,5,2,6,326,90,1439,4
"E01013148",998,3,1,0,5,0,3,325,104,1439,4
"E01032972",967,1,3,0,5,1,4,329,129,1439,4
"E01022782",927,7,2,0,5,0,4,381,113,1439,4
"E01027750",1821,60,43,1,10,0,7,663,272,2877,4
"E01021371",1084,4,0,6,6,5,9,480,132,1726,4
"E01033066",1531,1,1,0,8,0,10,634,116,2301,4
"E01031969",969,3,3,1,5,0,4,354,99,1438,4
"E01012699",1264,4,4,1,6,0,4,336,106,1725,4
"E01018073",1586,1,0,0,8,0,9,540,156,2300,4
"E01008768",1162,0,1,0,5,2,0,212,55,1437,4
"E01004881",1045,1,0,1,5,0,8,303,74,1437,4
"E01031106",1021,5,10,0,5,32,2,273,89,1437,4
"E01022426",1085,1,1,1,5,0,2,254,88,1437,4
"E01017874",714,8,41,5,4,0,10,277,90,1149,4
"E01000002",649,13,21,22,5,1,6,580,139,1436,4
"E01007302",1073,8,2,0,5,1,5,264,77,1435,4
"E01033496",1261,2,14,6,6,0,2,350,81,1722,4
"E01011738",988,3,27,0,5,4,5,318,85,1435,4
"E01016149",981,1,3,0,5,19,11,337,78,1435,4
"E01024174",787,6,10,0,4,1,3,258,79,1148,4
"E01020285",1083,5,1,1,7,0,12,743,157,2009,4
"E01022432",1335,1,21,1,7,1,16,508,119,2009,4
"E01029853",1102,4,6,0,6,6,10,456,131,1721,4
"E01012409",1051,1,3,0,5,0,4,288,82,1434,4
"E01007600",1062,4,2,0,5,0,1,260,100,1434,4
"E01033428",794,9,2,3,5,5,3,474,139,1434,4
"E01014396",876,6,1,2,5,8,2,426,108,1434,4
"E01007683",1073,1,2,0,5,1,2,281,68,1433,4
"E01032991",969,3,7,0,5,4,7,360,78,1433,4
"E01029646",947,0,3,1,5,2,8,369,98,1433,4
"E01024408",957,4,6,1,5,0,4,336,120,1433,4
"E01031747",890,4,1,4,5,0,15,393,121,1433,4
"W01000255",1525,2,10,3,8,0,10,600,134,2292,4
"W01001640",796,3,0,0,4,0,2,260,81,1146,4
"E01021496",861,8,1,4,5,0,6,399,148,1432,4
"E01015038",1038,4,3,2,6,0,13,516,136,1718,4
"W01001162",817,10,4,1,6,0,5,759,116,1718,4
